Query Spectrum ID,RANK.1.PRED,RANK.2.PRED,RANK.1.SIMILARITY.SCORE,RANK.2.SIMILARITY.SCORE
ID_1,616386,922689,0.7522048109391445,0.7423211261648794
ID_2,503286,877894,0.9619964374420086,0.8068526018860142
