Query Spectrum ID,RANK.1.PRED,RANK.1.SIMILARITY.SCORE
100,Hectochlorin M+H,0.9816428679933361
212,Malyngamide J M+H,0.49585566648304025
180,Trp_derivative M+H,0.9338530242734894
